#NAME	CHROM	STRAND	TX_START	TX_END
FBXL20	17	-	39259130	39401656
MED1	17	-	39406600	39451286
CDK12	17	+	39462038	39535146
NEUROD2	17	-	39604779	39607943
PPP1R1B	17	+	39626923	39636626
STARD3	17	+	39637064	39663484
TCAP	17	+	39664186	39666555
PNMT	17	+	39668157	39670475
PGAP3	17	-	39671121	39688107
ERBB2	17	+	39700079	39728662
MIEN1	17	-	39729155	39730787
GRB7	17	+	39739966	39746988
IKZF3	17	-	39757714	39864188
ZPBP2	17	+	39868163	39877144
GSDMB	17	-	39904594	39917540
ORMDL3	17	-	39922276	39926841
LRRC3C	17	+	39941473	39944747
GSDMA	17	+	39962972	39977766
PSMD3	17	+	39980796	39997960
CSF3	17	+	40015443	40017813
MED24	17	-	40019101	40054405
THRA	17	+	40068902	40089730
NR1D1	17	-	40092786	40100725
MSL1	17	+	40122613	40134450
CASC3	17	+	40140322	40172183
RAPGEFL1	17	+	40177861	40195654
WIPF2	17	+	40219789	40278231
CDC6	17	+	40287632	40304657
RARA	17	+	40318280	40356331
GJD3	17	-	40362930	40363815
TOP2A	17	-	40388515	40417950
IGFBP4	17	+	40443460	40457731
TNS4	17	-	40475827	40501597
CCR7	17	-	40553768	40565472
SMARCE1	17	-	40624961	40648508
KRT222	17	-	40655619	40665141
KRT24	17	-	40697990	40703750
KRT25	17	-	40748020	40755332
KRT26	17	-	40766237	40772162
KRT27	17	-	40776807	40782534
KRT28	17	-	40792202	40799959
KRT10	17	-	40818116	40822595
TMEM99	17	+	40819184	40836274
KRT12	17	-	40861302	40867210
KRT20	17	-	40875940	40885227
KRT23	17	-	40922695	40937420
KRT39	17	-	40958416	40966892
KRT40	17	-	40977881	40987135
KRTAP3-3	17	-	40993429	40994133
KRTAP3-2	17	-	40999192	40999894
KRTAP3-1	17	-	41008520	41009114
KRTAP1-5	17	-	41026025	41027202
KRTAP1-4	17	-	41029696	41030104
KRTAP1-3	17	-	41033883	41034855
KRTAP1-1	17	-	41040558	41041461
KRTAP2-1	17	-	41046540	41047316
KRTAP2-2	17	-	41054497	41055230
KRTAP2-3	17	-	41059239	41060114
KRTAP2-4	17	-	41065115	41065879
KRTAP4-7	17	+	41084149	41085141
KRTAP4-8	17	-	41096980	41098141
KRTAP4-16P	17	-	41101501	41102209
KRTAP4-9	17	+	41105331	41106488
KRTAP4-11	17	-	41117180	41118360
KRTAP4-12	17	-	41123090	41124167
KRTAP4-6	17	-	41139432	41140487
KRTAP4-5	17	-	41148923	41149802
KRTAP4-4	17	-	41159650	41160731
KRTAP4-3	17	-	41167230	41168194
KRTAP4-2	17	-	41177445	41178208
KRTAP4-1	17	-	41184101	41185342
KRTAP9-1	17	+	41189886	41190639
KRTAP9-2	17	+	41226647	41227652
KRTAP9-3	17	+	41232462	41233454
KRTAP9-8	17	+	41238044	41239004
KRTAP9-4	17	+	41249686	41250653
KRTAP9-9	17	+	41255383	41256364
KRTAP9-6	17	+	41265338	41266641
KRTAP9-7	17	+	41275658	41276697
KRTAP29-1	17	-	41301825	41302851
KRTAP16-1	17	-	41307699	41309253
KRTAP17-1	17	-	41314916	41315695
KRT33A	17	-	41346091	41350812
KRT33B	17	-	41363493	41369800
KRT34	17	-	41377649	41382403
KRT31	17	-	41393723	41397592
KRT37	17	-	41420752	41424523
KRT38	17	-	41436445	41440921
KRT32	17	-	41459810	41467429
KRT35	17	-	41476689	41481140
KRT36	17	-	41486135	41489864
KRT13	17	-	41500980	41505597
KRT15	17	-	41513745	41521719
KRT19	17	-	41523616	41528308
KRT9	17	-	41565840	41572058
KRT14	17	-	41582278	41586921
KRT16	17	-	41609777	41612753
KRT17	17	-	41619436	41624577
EIF1	17	+	41688892	41692668
GAST	17	+	41712325	41715969
HAP1	17	-	41722639	41734644
JUP	17	-	41754603	41786698
P3H4	17	-	41801953	41812199
FKBP10	17	+	41812930	41823217
NT5C3B	17	-	41825520	41836263
KLHL10	17	+	41837779	41848384
KLHL11	17	-	41853544	41865431
ACLY	17	-	41866916	41918962
TTC25	17	+	41930655	41965651
CNP	17	+	41966740	41977731
DNAJC7	17	-	41976432	42017653
NKIRAS2	17	+	42020096	42024774
ZNF385C	17	-	42027017	42063057
DHX58	17	-	42101403	42112733
KAT2A	17	-	42113107	42121358
CTD-2132N18.3	17	-	42119673	42154916
HSPB9	17	+	42121430	42123352
RAB5C	17	-	42124977	42155044
KCNH4	17	-	42156894	42181278
HCRT	17	-	42184059	42185452
GHDC	17	-	42189088	42194484
STAT5B	17	-	42199167	42276406
STAT5A	17	+	42287866	42310860
STAT3	17	-	42315490	42388482
PTRF	17	-	42402451	42423517
ATP6V0A1	17	+	42458879	42522582
NAGLU	17	+	42536171	42544449
HSD17B1	17	+	42549213	42555213
COASY	17	+	42562166	42566275
MLX	17	+	42567071	42573239
PSMC3IP	17	-	42572314	42577795
FAM134C	17	-	42579514	42609384
TUBG1	17	+	42609675	42615234
TUBG2	17	+	42659304	42667006
PLEKHH3	17	-	42667913	42676951
CCR10	17	-	42678888	42681843
CNTNAP1	17	+	42682612	42699814
EZH1	17	-	42702324	42745049
RAMP2	17	+	42761193	42763036
VPS25	17	+	42773435	42779599
WNK4	17	+	42780677	42796936
COA3	17	-	42797633	42798704
CNTD1	17	+	42798791	42810635
BECN1	17	-	42810136	42824263
PSME3	17	+	42833398	42841578
AOC2	17	+	42844599	42850707
AOC3	17	+	42851183	42858124
G6PC	17	+	42900797	42913369
AARSD1	17	-	42950545	42964476
PTGES3L-AARSD1	17	-	42950549	42980528
PTGES3L	17	-	42968786	42980076
RUNDC1	17	+	42980564	42993690
AC055866.1	17	-	42993097	42993781
RPL27	17	+	42998476	43002932
IFI35	17	+	43006739	43014456
VAT1	17	-	43014604	43022418
RND2	17	+	43025240	43032036
BRCA1	17	-	43045628	43125483
NBR1	17	+	43171213	43210521
TMEM106A	17	+	43211874	43220041
ARL4D	17	+	43398958	43401137
DHX8	17	+	43483965	43525670
ETV4	17	-	43528336	43545899
MEOX1	17	-	43640387	43661954
SOST	17	-	43753730	43758788
DUSP3	17	-	43766120	43778988
C17orf105	17	+	43780434	43787612
MPP3	17	-	43801442	43833170
CD300LG	17	+	43847175	43863629
MPP2	17	-	43877376	43907536
PPY	17	-	43940804	43942274
PYY	17	-	43952737	44004469
NAGS	17	+	44004545	44009060
TMEM101	17	-	44011190	44014977
LSM12	17	-	44034635	44066735
G6PC3	17	+	44070734	44076304
HDAC5	17	-	44076745	44123638
C17orf53	17	+	44141905	44162476
ASB16	17	+	44170705	44179083
TMUB2	17	+	44187261	44191712
ATXN7L3	17	-	44191804	44198379
UBTF	17	-	44207239	44218502
SLC4A1	17	-	44248384	44268141
RUNDC3A	17	+	44308558	44318671
SLC25A39	17	-	44319641	44324809
GRN	17	+	44345085	44353102
FAM171A2	17	-	44353214	44363875
ITGA2B	17	-	44372182	44389505
GPATCH8	17	-	44397415	44503401
FZD2	17	+	44557458	44559570
C17orf104	17	+	44656471	44675799
CCDC43	17	-	44677457	44689762
DBF4B	17	+	44708682	44752264
ADAM11	17	+	44759030	44781846
GJC1	17	-	44804246	44830231
HIGD1B	17	+	44847901	44850480
EFTUD2	17	-	44850915	44899368
FAM187A	17	+	44899711	44903679
CCDC103	17	+	44899773	44905390
GFAP	17	-	44905625	44915552
KIF18B	17	-	44925991	44947711
C1QL1	17	-	44959692	44968071
DCAKD	17	-	45024310	45051610
NMT1	17	+	45061311	45109009
PLCD3	17	-	45108966	45132498
ACBD4	17	+	45135707	45144176
HEXIM1	17	+	45148501	45152101
HEXIM2	17	+	45161916	45170035
FMNL1	17	+	45221788	45247320
SPATA32	17	-	45254392	45262112
MAP3K14	17	-	45263127	45290976
ARHGAP27	17	-	45393901	45430297
PLEKHM1	17	-	45435899	45490744
CRHR1	17	+	45784319	45835826
SPPL2C	17	+	45844834	45847072
MAPT	17	+	45962337	46024171
STH	17	+	45999249	45999694
KANSL1	17	-	46029955	46192800
LRRC37A	17	+	46295130	46337794
ARL17B	17	-	46339396	46361764
LRRC37A2	17	+	46512709	46555650
ARL17A	17	-	46554043	46579682
NSF	17	+	46590668	46757464
WNT3	17	-	46762505	46818760
WNT9B	17	+	46851585	46876967
GOSR2	17	+	46923135	46938911
RPRML	17	-	46978155	46979248
CDC27	17	-	47117702	47189266
MYL4	17	+	47209347	47223679
ITGB3	17	+	47253845	47311816
EFCAB13	17	+	47323980	47441312
NPEPPS	17	+	47531063	47623276
KPNB1	17	+	47649837	47685505
TBKBP1	17	+	47695263	47712050
TBX21	17	+	47733243	47746119
OSBPL7	17	-	47807372	47821834
MRPL10	17	-	47823271	47831517
LRRC46	17	+	47831626	47837713
SCRN2	17	-	47837699	47841333
SP6	17	-	47844913	47851193
SP2	17	+	47896149	47928957
PNPO	17	+	47941570	47948288
PRR15L	17	-	47951966	47957878
CDK5RAP3	17	+	47971040	47981741
COPZ2	17	-	48026170	48037782
NFE2L1	17	+	48048358	48061480
CBX1	17	-	48070051	48101521
SNX11	17	+	48107584	48122743
SKAP1	17	-	48136937	48430219
HOXB1	17	-	48528525	48530997
HOXB2	17	-	48542654	48544989
HOXB3	17	-	48550333	48590235
HOXB4	17	-	48575512	48580111
HOXB5	17	-	48591256	48593961
HOXB6	17	-	48595752	48604972
HOXB7	17	-	48607226	48611020
HOXB8	17	-	48612345	48614939
HOXB9	17	-	48621158	48626356
PRAC1	17	-	48721718	48722522
PRAC2	17	+	48723691	48724751
HOXB13	17	-	48724762	48729178
TTLL6	17	-	48762240	48817214
CALCOCO2	17	+	48830987	48865245
ATP5G1	17	+	48892816	48895869
UBE2Z	17	+	48908368	48929056
SNF8	17	-	48929315	48945117
GIP	17	-	48958553	48968596
IGF2BP1	17	+	48997411	49055650
B4GALNT2	17	+	49132966	49169874
GNGT2	17	-	49206756	49209400
ABI3	17	+	49210226	49223225
PHOSPHO1	17	-	49223361	49230528
ZNF652	17	-	49295998	49362116
PHB	17	-	49404051	49414880
AC091180.1	17	+	49408208	49408427
NGFR	17	+	49495292	49515017
NXPH3	17	+	49575857	49580358
SPOP	17	-	49600202	49646630
SLC35B1	17	-	49700942	49708199
FAM117A	17	-	49710331	49764167
KAT7	17	+	49788554	49835030
TAC4	17	-	49838308	49848017
DLX4	17	+	49969173	49974959
DLX3	17	-	49990004	49995224
ITGA3	17	+	50056439	50089729
PDK2	17	+	50095274	50112152
SAMD14	17	-	50112670	50129882
PPP1R9B	17	-	50133734	50150630
SGCA	17	+	50166004	50175931
COL1A1	17	-	50183288	50201632
TMEM92	17	+	50274426	50279326
XYLT2	17	+	50346091	50361151
MRPL27	17	-	50367866	50373214
EME1	17	+	50373219	50381483
LRRC59	17	-	50381237	50397553
ACSF2	17	+	50426157	50474835
CHAD	17	-	50464498	50468906
RSAD1	17	+	50478799	50485975
MYCBPAP	17	+	50508383	50531497
EPN3	17	+	50532542	50543750
SPATA20	17	+	50547088	50555852
CACNA1G	17	+	50561459	50627265
ABCC3	17	+	50634856	50692252
ANKRD40	17	-	50693189	50707924
LUC7L3	17	+	50719602	50752709
WFIKKN2	17	+	50835409	50842348
TOB1	17	-	50862979	50867978
SPAG9	17	-	50965643	51120865
NME1	17	+	51153535	51162195
NME1-NME2	17	+	51153589	51171744
NME2	17	+	51166563	51171744
MBTD1	17	-	51177426	51225224
UTP18	17	+	51260527	51297933
CA10	17	-	51630768	52159801
KIF2B	17	+	53822900	53825213
TOM1L1	17	+	54900512	54961956
COX11	17	-	54961205	54968785
STXBP4	17	+	54968764	55173632
HLF	17	+	55265011	55325065
MMD	17	-	55392612	55421992
TMEM100	17	-	55719917	55732121
PCTP	17	+	55750978	55777374
ANKFN1	17	+	56153474	56482646
NOG	17	+	56593698	56595590
C17orf67	17	-	56791912	56833896
DGKE	17	+	56834098	56869567
TRIM25	17	-	56890667	56914032
COIL	17	-	56938186	56961054
SCPEP1	17	+	56978104	57006763
AKAP1	17	+	57096577	57120555
MSI2	17	+	57256533	57684685
CCDC182	17	-	57744480	57745312
MRPS23	17	-	57834780	57850056
CUEDC1	17	-	57862975	57903389
VEZF1	17	-	57973758	57988152
RP11-159D12.5	17	-	57989037	58005253
SRSF1	17	-	58004848	58007346
DYNLL2	17	+	58083414	58095536
OR4D1	17	+	58155132	58156156
OR4D2	17	+	58169655	58170579
EPX	17	+	58192736	58205174
MKS1	17	-	58205436	58219305
LPO	17	+	58238425	58268518
MPO	17	-	58269855	58280935
BZRAP1	17	-	58302270	58328084
SUPT4H1	17	-	58346211	58353093
RNF43	17	-	58353675	58417582
HSF5	17	-	58420166	58488384
MTMR4	17	-	58489536	58517905
SEPT4	17	-	58520257	58540818
C17orf47	17	-	58541586	58544368
TEX14	17	-	58556679	58692023
RAD51C	17	+	58692572	58735611
PPM1E	17	+	58755868	58985176
TRIM37	17	-	58998201	59106721
SKA2	17	-	59109950	59155269
PRR11	17	+	59155756	59203834
CTD-2510F5.6	17	+	59197565	59215226
SMG8	17	+	59210009	59215247
GDPD1	17	+	59220472	59274512
YPEL2	17	+	59345155	59397376
DHX40	17	+	59565524	59608345
CLTC	17	+	59619857	59696310
PTRH2	17	-	59697311	59701425
VMP1	17	+	59707464	59841092
TUBD1	17	-	59860224	59891003
RPS6KB1	17	+	59893163	59950564
RP11-178C3.1	17	+	59940907	59973101
RNFT1	17	-	59952239	59964719
HEATR6	17	-	60043193	60078931
CA4	17	+	60149935	60159540
USP32	17	-	60179093	60392134
C17orf64	17	+	60422508	60431421
APPBP2	17	-	60443148	60526219
PPM1D	17	+	60600182	60666280
AC110602.1	17	-	60659522	60660839
BCAS3	17	+	60677871	61392831
TBX2	17	+	61399895	61409425
TBX4	17	+	61456445	61484303
NACA2	17	-	61590425	61591202
BRIP1	17	-	61681265	61863521
INTS2	17	-	61867248	61927991
MED13	17	-	61942604	62065282
EFCAB3	17	+	62380552	62416476
METTL2A	17	+	62423866	62450093
TLK2	17	+	62479024	62613490
MRC2	17	+	62627400	62693597
MARCH10	17	-	62701314	62808334
TANC2	17	+	63009555	63427699
CYB561	17	-	63434402	63442852
ACE	17	+	63477070	63498380
KCNH6	17	+	63523402	63546727
DCAF7	17	+	63550460	63594266
TACO1	17	+	63600871	63608365
MAP3K3	17	+	63622439	63695105
LIMD2	17	-	63698288	63699861
STRADA	17	-	63702864	63741809
CCDC47	17	-	63746402	63773570
DDX42	17	+	63774188	63819316
FTSJ3	17	-	63819432	63827671
PSMC5	17	+	63827182	63832019
SMARCD2	17	-	63832083	63842940
CSH2	17	-	63872011	63873766
GH2	17	-	63880217	63881863
CSH1	17	-	63894917	63896653
CSHL1	17	-	63909710	63911196
GH1	17	-	63917202	63918819
CD79B	17	-	63928739	63932354
SCN4A	17	-	63938553	63972918
PRR29	17	+	63998350	64002516
ICAM2	17	-	64002631	64020607
ERN1	17	-	64039141	64130125
TEX2	17	-	64147226	64263227
PECAM1	17	-	64319414	64390878
MILR1	17	+	64449114	64468642
POLG2	17	-	64477784	64497036
DDX5	17	-	64499615	64506521
CEP95	17	+	64506587	64537942
SMURF2	17	-	64545364	64662068
LRRC37A3	17	-	64854369	64918785
GNA13	17	-	65010714	65056839
RGS9	17	+	65137473	65227690
AXIN2	17	-	65528562	65561647
CEP112	17	-	65635540	66191869
APOH	17	-	66212032	66229417
PRKCA	17	+	66302825	66810743
CACNG5	17	+	66877272	66885278
CACNG4	17	+	66964909	67033398
CACNG1	17	+	67044589	67056797
HELZ	17	-	67070437	67245183
PSMD12	17	-	67337915	67366627
PITPNC1	17	+	67378154	67693013
NOL11	17	+	67717832	67744531
BPTF	17	+	67825664	67983153
C17orf58	17	-	67991100	67993524
KPNA2	17	+	68035959	68046842
AMZ2	17	+	68249199	68257155
SLC16A6	17	-	68268196	68291266
ARSG	17	+	68291494	68420859
WIPI1	17	-	68421281	68457421
PRKAR1A	17	+	68514820	68530664
FAM20A	17	-	68536870	68601389
ABCA8	17	-	68868051	68955241
ABCA9	17	-	68974487	69061064
ABCA6	17	-	69078701	69141874
ABCA10	17	-	69148006	69244846
ABCA5	17	-	69246950	69315425
MAP2K6	17	+	69414697	69543331
KCNJ16	17	+	70104853	70135603
KCNJ2	17	+	70169534	70180048
SOX9	17	+	72121019	72126420
SLC39A11	17	-	72645948	73092693
SSTR2	17	+	73165011	73176633
COG1	17	+	73192989	73208507
FAM104A	17	-	73207352	73232367
C17orf80	17	+	73233219	73247527
CPSF4L	17	-	73248448	73261880
CDC42EP4	17	-	73283623	73312175
SDK2	17	-	73334383	73644089
RPL38	17	+	74203703	74209896
TTYH2	17	+	74213513	74262020
DNAI2	17	+	74281511	74314883
KIF19	17	+	74326211	74355820
BTBD17	17	-	74356415	74361946
GPR142	17	+	74367457	74372600
GPRC5C	17	+	74430912	74447429
CD300A	17	+	74466415	74484796
CD300LB	17	-	74521173	74531466
CD300C	17	-	74541107	74546143
CD300LD	17	-	74579364	74592283
CD300E	17	-	74609886	74623738
CD300LF	17	-	74694316	74712978
RAB37	17	+	74736916	74747335
SLC9A3R1	17	+	74748651	74769353
NAT9	17	-	74771388	74776324
TMEM104	17	+	74776519	74839753
GRIN2C	17	-	74842022	74859875
FDXR	17	-	74862500	74872961
FADS6	17	-	74877298	74893610
USH1G	17	-	74916083	74923256
OTOP2	17	+	74924602	74933912
AC087651.1	17	-	74935425	74936187
OTOP3	17	+	74935801	74949988
HID1	17	-	74950743	74972734
CDR2L	17	+	74987631	75005800
ICT1	17	+	75012673	75021261
AC087651.2	17	+	75038084	75038357
ATP5H	17	-	75038862	75046963
KCTD2	17	+	75047244	75065884
SLC16A5	17	+	75088937	75106151
ARMC7	17	+	75109986	75130265
NT5C	17	-	75130227	75131795
HN1	17	-	75135247	75154683
SUMO2	17	-	75165585	75182983
NUP85	17	+	75205690	75235758
GGA3	17	-	75236598	75261804
MRPS7	17	+	75261673	75266373
MIF4GD	17	-	75266231	75270248
SLC25A19	17	-	75273029	75289411
GRB2	17	-	75318075	75405653
TMEM94	17	+	75456463	75500082
CASKIN2	17	-	75500260	75515583
TSEN54	17	+	75516524	75524739
LLGL2	17	+	75525738	75575207
MYO15B	17	+	75588057	75626484
RECQL5	17	-	75626853	75667189
SMIM5	17	+	75636594	75641400
SMIM6	17	+	75646436	75647977
SAP30BP	17	+	75667115	75708059
ITGB4	17	+	75724695	75757818
GALK1	17	-	75757943	75765711
H3F3B	17	-	75778575	75785486
UNK	17	+	75784770	75825799
UNC13D	17	-	75827224	75844717
WBP2	17	-	75845719	75856507
TRIM47	17	-	75874160	75878575
TRIM65	17	-	75888959	75897003
MRPL38	17	-	75898642	75905413
FBF1	17	-	75910722	75938149
ACOX1	17	-	75941506	75979363
TEN1	17	+	75979219	76000586
TEN1-CDK3	17	+	76000905	76005999
CDK3	17	+	76001337	76005999
EVPL	17	-	76006844	76027452
SRP68	17	-	76039102	76072653
GALR2	17	+	76074793	76077541
ZACN	17	+	76079181	76082666
EXOC7	17	-	76081016	76103695
FOXJ1	17	-	76136332	76141299
RNF157	17	-	76142452	76240373
UBALD2	17	+	76265201	76271299
QRICH2	17	-	76274048	76307680
PRPSAP1	17	-	76309485	76354149
SPHK1	17	+	76384649	76387855
UBE2O	17	-	76389450	76453206
AANAT	17	+	76467568	76470117
RHBDF2	17	-	76471068	76501790
CYGB	17	-	76527355	76537905
PRCD	17	+	76540089	76543387
ST6GALNAC2	17	-	76565378	76586128
ST6GALNAC1	17	-	76624762	76643838
MXRA7	17	-	76672550	76710955
JMJD6	17	-	76718452	76726590
METTL23	17	+	76726867	76733936
RP11-318A15.7	17	+	76732977	76738522
SRSF2	17	-	76734118	76737374
MFSD11	17	+	76738070	76778727
MGAT5B	17	+	76868455	76950377
SEC14L1	17	+	77140978	77216906
SEPT9	17	+	77281409	77500592
AC104981.1	17	-	77777089	77777464
TNRC6C	17	+	78005055	78108835
TMC6	17	-	78112920	78132407
TMC8	17	+	78130785	78142968
C17orf99	17	+	78146352	78166177
SYNGR2	17	+	78168593	78173335
TK1	17	-	78174074	78187233
AFMID	17	+	78187316	78207701
BIRC5	17	+	78214197	78225636
TMEM235	17	+	78231902	78240186
SOCS3	17	-	78356777	78360077
PGS1	17	+	78378639	78424554
DNAH17	17	-	78423696	78577394
CYTH1	17	-	78674047	78782272
USP36	17	-	78796882	78840887
TIMP2	17	-	78852976	78925387
CEP295NL	17	-	78870909	78903215
LGALS3BP	17	-	78971237	78980109
CANT1	17	-	78993486	79009778
C1QTNF1	17	+	79043592	79048466
ENGASE	17	+	79074944	79086696
RBFOX3	17	-	79090815	79516148
ENPP7	17	+	79730918	79742222
CBX2	17	+	79778131	79787983
CBX8	17	-	79792131	79797116
CBX4	17	-	79833155	79839429
TBC1D16	17	-	79932342	80035848
CCDC40	17	+	80036635	80100613
GAA	17	+	80101703	80119879
EIF4A3	17	-	80135213	80147183
CARD14	17	+	80178507	80209309
SGSH	17	-	80209263	80220400
SLC26A11	17	+	80220468	80252716
RNF213	17	+	80260867	80398786
ENDOV	17	+	80415166	80438081
NPTX1	17	-	80467147	80476604
RPTOR	17	+	80545267	80966368
CHMP6	17	+	80991840	81000133
BAIAP2	17	+	81035161	81117432
AATK	17	-	81117294	81166017
CEP131	17	-	81189592	81222945
ENTHD2	17	-	81228276	81239091
C17orf89	17	+	81239238	81241281
SLC38A10	17	-	81251195	81295267
TMEM105	17	-	81311269	81330674
BAHCC1	17	+	81395474	81466331
ACTG1	17	-	81510007	81512790
FSCN2	17	+	81528395	81537130
FAAP100	17	-	81539884	81552377
NPLOC4	17	-	81556886	81637146
TSPAN10	17	+	81637197	81648748
PDE6G	17	-	81650962	81653694
OXLD1	17	-	81665035	81666588
CCDC137	17	+	81666363	81673899
ARL16	17	-	81681186	81683763
HGS	17	+	81683931	81702119
MRPL12	17	+	81703356	81707526
RP13-1032I1.10	17	+	81703370	81720539
SLC25A10	17	+	81712340	81721012
GCGR	17	+	81804133	81814013
FAM195B	17	-	81822453	81826194
PPP1R27	17	-	81833491	81835033
P4HB	17	-	81843158	81860694
ARHGDIA	17	-	81868365	81870006
ALYREF	17	-	81887843	81891586
ANAPC11	17	+	81894297	81900991
PCYT2	17	-	81900964	81911464
NPB	17	+	81902108	81902905
SIRT7	17	-	81911938	81918194
MAFG	17	-	81921559	81923532
PYCR1	17	-	81932383	81937328
MYADML2	17	-	81939645	81942379
NOTUM	17	-	81952506	81961293
ASPSCR1	17	+	81977549	82017406
STRA13	17	-	82018702	82022918
LRRC45	17	+	82023301	82031151
RAC3	17	+	82031623	82034202
DCXR	17	-	82035857	82037732
RFNG	17	-	82047901	82051774
GPS1	17	+	82051908	82057470
DUS1L	17	-	82057871	82065545
FASN	17	-	82078332	82098332
CCDC57	17	-	82101469	82212813
SLC16A3	17	+	82235773	82239498
CSNK1D	17	-	82242666	82273731
CD7	17	-	82314869	82317602
SECTM1	17	-	82321023	82333998
TEX19	17	+	82359246	82363776
UTS2R	17	+	82374229	82375586
OGFOD3	17	-	82389222	82418637
HEXDC	17	+	82418317	82442645
C17orf62	17	-	82443996	82450775
NARF	17	+	82458605	82490537
FOXK2	17	+	82519714	82604607
WDR45B	17	-	82614561	82648535
RAB40B	17	-	82654972	82698728
FN3KRP	17	+	82716682	82728017
AC024361.1	17	-	82718515	82718640
FN3K	17	+	82735574	82751197
TBCD	17	+	82752063	82945922
ZNF750	17	-	82829434	82840578
B3GNTL1	17	-	82943790	83051810
METRNL	17	+	83079690	83095119
USP14	18	+	158607	214629
THOC1	18	-	214520	268027
COLEC12	18	-	316739	500722
CETN1	18	+	580356	582114
CLUL1	18	+	616717	650182
TYMS	18	+	657603	673578
ENOSF1	18	-	673858	712676
YES1	18	-	721747	812238
ADCYAP1	18	+	905108	912172
METTL4	18	-	2538452	2571486
NDC80	18	+	2571510	2616635
SMCHD1	18	+	2655737	2805017
EMILIN2	18	+	2847029	2915993
LPIN2	18	-	2916993	3011947
MYOM1	18	-	3066806	3220108
MYL12A	18	+	3252274	3256235
MYL12B	18	+	3262955	3278284
TGIF1	18	+	3449881	3458349
DLGAP1	18	-	3496031	4455335
C18orf42	18	-	5145368	5197225
ZBTB14	18	-	5290857	5296195
EPB41L3	18	-	5392383	5544242
TMEM200C	18	-	5890184	5892104
L3MBTL4	18	-	5956219	6311625
ARHGAP28	18	+	6837192	6915700
LAMA1	18	-	6941743	7117814
LRRC30	18	+	7231124	7232047
PTPRM	18	+	7566781	8406861
RAB12	18	+	8609444	8639381
MTCL1	18	+	8717897	8832777
NDUFV2	18	+	9102629	9134345
ANKRD12	18	+	9136776	9285985
TWSG1	18	+	9334766	9402420
RALBP1	18	+	9475669	9538116
PPP4R1	18	-	9546790	9614558
RAB31	18	+	9708164	9862551
TXNDC2	18	+	9885937	9889275
VAPA	18	+	9914001	9960021
APCDD1	18	+	10454627	10489948
NAPG	18	+	10526033	10552760
PIEZO2	18	-	10671526	11148588
GNAL	18	+	11752112	11881923
CHMP1B	18	+	11851395	11854449
MPPE1	18	-	11882621	11909223
IMPA2	18	+	11981427	12030883
ANKRD62	18	+	12093852	12127939
CIDEA	18	+	12254318	12277373
TUBB6	18	+	12308058	12326619
AFG3L2	18	-	12328943	12377314
PRELID3A	18	+	12407895	12432235
SPIRE1	18	-	12446512	12658045
CEP76	18	-	12672631	12702774
PSMG2	18	+	12702425	12725740
PTPN2	18	-	12792152	12884235
SEH1L	18	+	12947994	12987536
CEP192	18	+	12991361	13125036
LDLRAD4	18	+	13278102	13652754
FAM210A	18	-	13663350	13726592
RNMT	18	+	13731473	13764555
MC5R	18	+	13825543	13826743
MC2R	18	-	13882043	13915540
ZNF519	18	-	14103862	14132430
POTEC	18	-	14511897	14543146
ANKRD30B	18	+	14748239	14852480
AP005242.1	18	-	15057124	15066579
ROCK1	18	-	20946905	21111851
GREB1L	18	+	21363592	21525417
ESCO1	18	-	21529280	21600736
SNRPD1	18	+	21612266	21633524
ABHD3	18	-	21650896	21704805
MIB1	18	+	21741319	21870957
GATA6	18	+	22170932	22200880
CTAGE1	18	-	22413602	22417915
RBBP8	18	+	22933825	23026488
CABLES1	18	+	23135762	23260467
TMEM241	18	-	23296016	23437905
RIOK3	18	+	23452822	23483140
C18orf8	18	+	23503508	23531782
NPC1	18	-	23531436	23586898
ANKRD29	18	-	23598925	23662885
LAMA3	18	+	23689442	23955066
TTC39C	18	+	23992772	24133027
CABYR	18	+	24139094	24161597
OSBPL1A	18	-	24162043	24397859
IMPACT	18	+	24426615	24453535
HRH4	18	+	24460628	24479957
ZNF521	18	-	25062592	25352155
SS18	18	-	26016252	26090625
PSMA8	18	+	26133876	26193355
TAF4B	18	+	26225935	26391685
KCTD1	18	-	26455497	26547118
AQP4	18	-	26852037	26865818
CHST9	18	-	26915776	27143038
CDH2	18	-	27950965	28177446
DSC3	18	-	30990007	31042741
DSC2	18	-	31058839	31102415
DSC1	18	-	31129235	31162856
DSG1	18	+	31318088	31357029
DSG4	18	+	31376776	31413916
DSG3	18	+	31447794	31478702
DSG2	18	+	31498042	31549008
TTR	18	+	31591725	31599011
B4GALT6	18	-	31623168	31684723
SLC25A52	18	-	31759561	31760880
TRAPPC8	18	-	31829172	31943100
RNF125	18	+	32018371	32073213
RNF138	18	+	32091854	32131561
MEP1B	18	+	32190023	32220404
GAREM	18	-	32263521	32470484
KLHL14	18	-	32672670	32773062
CCDC178	18	-	32937624	33440721
ASXL3	18	+	33578631	33751192
NOL4	18	-	33851099	34223551
DTNA	18	+	34710283	34868812
MAPRE2	18	+	35041359	35143470
ZNF397	18	+	35241036	35249803
ZSCAN30	18	-	35251067	35290232
ZNF24	18	-	35332226	35344456
ZNF396	18	-	35368470	35377337
RP11-322E11.6	18	-	35443870	35497940
INO80C	18	-	35468332	35497991
GALNT1	18	+	35654559	35711834
C18orf21	18	+	35972082	35979278
