#NAME	CHROM	STRAND	TX_START	TX_END
DUSP5	10	+	112257595	112271302
PDCD4	10	+	112631564	112659764
BBIP1	10	-	112659713	112678959
ADRA2A	10	+	112836920	112840665
GPAM	10	-	113909621	113943521
TECTB	10	+	114043492	114064793
ZDHHC6	10	-	114190057	114206672
NRAP	10	-	115348591	115423886
PLEKHS1	10	+	115511212	115542191
NHLRC2	10	+	115614419	115676953
AL162407.1	10	+	115674529	115676949
ADRB1	10	+	115803814	115806667
CCDC186	10	-	115880620	115933979
TDRD1	10	+	115939028	115992063
VWA2	10	+	115999088	116051272
FAM160B1	10	+	116581502	116624476
TRUB1	10	+	116697951	116737435
PNLIP	10	+	118305442	118327367
PNLIPRP2	10	+	118380464	118404654
C10orf82	10	-	118423206	118429481
VAX1	10	-	118892800	118897567
KCNK18	10	+	118956999	118969810
PDZD8	10	-	119036784	119134978
EMX2	10	+	119301954	119309057
PRLHR	10	-	120349500	120355211
NANOS1	10	+	120789227	120793244
EIF3A	10	-	120793181	120840316
FAM45A	10	+	120863628	120896707
SFXN4	10	-	120900424	120925179
PRDX3	10	-	120927214	120938345
RGS10	10	-	121259436	121302220
TIAL1	10	-	121334948	121356022
BAG3	10	+	121410881	121437331
MCMBP	10	-	121588915	121632266
SEC23IP	10	+	121652222	121704170
WDR11	10	+	122610686	122669036
BTBD16	10	+	124030820	124097677
PLEKHA1	10	+	124134211	124202118
ARMS2	10	+	124214168	124216868
C10orf120	10	-	124457224	124459338
CUZD1	10	-	124591664	124610309
FAM24B	10	-	124608593	124639114
FAM24A	10	+	124670216	124672627
C10orf88	10	-	124691023	124713919
PSTK	10	+	124739555	124749906
IKZF5	10	-	124750321	124768333
HMX3	10	+	124895477	124897257
HMX2	10	+	124907637	124910188
BUB3	10	+	124913792	124929983
NKX1-2	10	-	126133807	126138753
METTL10	10	-	126448522	126480439
FAM175B	10	+	126490353	126525239
ZRANB1	10	+	126630691	126676758
TEX36	10	-	127344262	127371713
EDRF1	10	+	127408271	127452708
MMP21	10	-	127455021	127464390
UROS	10	-	127477146	127511796
BCCIP	10	+	127512114	127525122
NPS	10	+	129347632	129350903
FOXI2	10	+	129535498	129539450
CLRN3	10	-	129676104	129691211
MKI67	10	-	129894922	129924649
AL355531.2	10	-	131308883	131309525
GLRX3	10	+	131934662	131977928
PPP2R2D	10	+	133753532	133770019
BNIP3	10	-	133779958	133795517
DPYSL4	10	+	134000403	134019280
LRRC27	10	+	134145703	134193422
NKX6-2	10	-	134596684	134599556
ADGRA1	10	+	134901408	134945179
UTF1	10	+	135043777	135045062
VENTX	10	+	135050907	135055433
ADAM8	10	-	135075906	135090372
TUBGCP2	10	-	135092133	135116485
ZNF511	10	+	135121978	135126662
CALY	10	-	135137575	135150411
FUOM	10	-	135168657	135171539
ECHS1	10	-	135175983	135187193
AL360181.1	10	-	135192719	135193102
PAOX	10	+	135192737	135205198
RP11-108K14.8	10	+	135204337	135233999
MTG1	10	+	135207674	135234174
SPRN	10	-	135234169	135238076
CYP2E1	10	+	135333909	135352626
AL161645.2	10	-	135341025	135342661
SYCE1	10	-	135367404	135381795
FRG2B	10	-	135438602	135440299
GLB1L2	11	+	134201767	134246215
C11orf58	11	+	16759947	16777770
GLYATL1	11	+	58695173	58723878
DGAT2	11	+	75479776	75512579
DLG2	11	-	83166054	84634633
FAT3	11	+	92085261	92629618
ARHGAP42	11	+	100558406	100861656
DSCAML1	11	-	117298488	117667976
OSBPL5	11	-	3108345	3186584
CCKBR	11	+	6280965	6293357
SYT9	11	+	7273180	7490273
IPO7	11	+	9406168	9469673
AMPD3	11	+	10476866	10528673
GALNT18	11	-	11292422	11643552
PDE3B	11	+	14665268	14893590
SERGEF	11	-	17809594	18034709
NAV2	11	+	19734880	20143144
NELL1	11	+	20691117	21597005
METTL15	11	+	28129900	28355054
IMMP1L	11	-	31453947	31531121
LRRC4C	11	-	40135842	41481135
PHF21A	11	-	45955031	46142561
ARFGAP2	11	-	47185851	47198633
STIP1	11	+	63953586	63972015
TMEM151A	11	+	66059340	66064135
LRP5	11	+	68080076	68216743
CTTN	11	+	70244509	70282690
AP000867.1	11	-	71292955	71318487
PDE2A	11	-	72287184	72385497
RAB6A	11	-	73386682	73472182
INTS4	11	-	77589765	77705724
TENM4	11	-	78363875	79151695
EED	11	+	85955585	85989778
TMEM135	11	+	86749048	87033392
NOX4	11	-	89059511	89224653
CNTN5	11	+	98891919	100227297
PDGFD	11	-	103777916	104035107
ACAT1	11	+	107992242	108018503
RDX	11	-	110100174	110167447
C11orf53	11	+	111126706	111157126
RP11-212D19.4	11	+	114271403	114314654
CADM1	11	-	115039955	115375133
PHLDB1	11	+	118477154	118528741
PVRL1	11	-	119531701	119599794
GRIK4	11	+	120382467	120859613
UBASH3B	11	+	122526382	122685181
ARHGAP32	11	-	128834954	129062093
NTM	11	+	131780896	132206716
DEAF1	11	-	644232	695532
TOLLIP	11	-	1295600	1330852
BRSK2	11	+	1411128	1483915
KCNQ1	11	+	2466220	2870339
ART1	11	+	3666360	3685646
NUP98	11	-	3696239	3819022
STIM1	11	+	3876931	4114439
OR51E2	11	-	4701400	4719072
MMP26	11	+	4788499	5013659
HBG2	11	-	5274419	5667019
HBE1	11	-	5289574	5526834
TRIM6-TRIM34	11	+	5617954	5665628
APBB1	11	-	6416354	6440300
DNHD1	11	+	6518525	6593252
NLRP14	11	+	7041676	7092539
PPFIBP2	11	+	7535000	7674987
EIF3F	11	+	7991797	8023409
LMO1	11	-	8245850	8285405
STK33	11	-	8413417	8615503
TRIM66	11	-	8633583	8693413
ST5	11	-	8714897	8932498
SCUBE2	11	-	9042430	9113146
DENND5A	11	-	9160371	9286937
TMEM41B	11	-	9302203	9336114
SWAP70	11	+	9685623	9774538
SBF2	11	-	9800213	10315754
MRVI1	11	-	10594641	10715299
ZBED5	11	-	10874250	10879620
USP47	11	+	11862969	11980870
MICAL2	11	+	12132137	12285332
MICALCL	11	+	12308446	12380691
PARVA	11	+	12398731	12552348
TEAD1	11	+	12696137	12959581
ARNTL	11	+	13299344	13408813
SPON1	11	+	13984235	14289430
INSC	11	+	15133969	15268754
SOX6	11	-	15987994	16362815
PLEKHA7	11	-	16809030	17035959
PIK3C2A	11	-	17108118	17191288
NUCB2	11	+	17298311	17353758
ABCC8	11	-	17414431	17498392
USH1C	11	-	17515878	17565854
GTF2H1	11	+	18343841	18387808
LDHAL6A	11	+	18477370	18500870
IGSF22	11	-	18725851	18747727
PRMT3	11	+	20409075	20530799
ANO5	11	+	22214721	22304903
GAS2	11	+	22688160	22834601
LUZP2	11	+	24518723	25102650
ANO3	11	+	26352970	26684835
SLC5A12	11	-	26688565	26743571
BBOX1	11	+	27062271	27149222
LGR4	11	-	27387507	27494293
LIN7C	11	-	27516122	27528320
KIF18A	11	-	28042166	28129855
MPPED2	11	-	30431617	30602043
DCDC1	11	-	31284170	31391321
ELP4	11	+	31531296	31805546
RCN1	11	+	32112449	32127301
CCDC73	11	-	32623791	32816187
CSTF3	11	-	33106129	33183011
HIPK3	11	+	33278217	33375114
KIAA1549L	11	+	33563820	33695648
CAPRIN1	11	+	34073229	34122703
ABTB2	11	-	34172534	34379555
CAT	11	+	34460471	34493609
PDHX	11	+	34938118	35017518
SLC1A2	11	-	35272752	35440796
PAMR1	11	-	35453369	35547579
TRIM44	11	+	35684352	35839557
LDLRAD3	11	+	35965627	36253686
COMMD9	11	-	36293841	36310979
PRR5L	11	+	36317837	36485194
TTC17	11	+	43380490	43516483
HSD17B12	11	+	43702258	43878160
ALKBH3	11	+	43902388	43941762
EXT2	11	+	44117098	44266482
ALX4	11	-	44281993	44331716
TSPAN18	11	+	44748661	44952883
TP53I11	11	-	44953898	44972396
PRDM11	11	+	45168893	45246638
CRY2	11	+	45868956	45904798
DGKZ	11	+	46354454	46402104
AMBRA1	11	-	46417963	46612914
ATG13	11	+	46639090	46694591
CKAP5	11	-	46764597	46867780
LRP4	11	-	46878418	46940173
C11orf49	11	+	46958297	47183779
MADD	11	+	47291224	47351582
AGBL2	11	-	47681142	47736912
NUP160	11	-	47799638	47870019
PTPRJ	11	+	48002112	48189670
PRG3	11	-	57144241	57148623
SLC43A1	11	-	57252006	57283259
TMX2-CTNND1	11	+	57480076	57559058
RP11-691N7.6	11	+	57509634	57560715
CTNND1	11	+	57520714	57587018
OR9Q1	11	+	57791352	57949088
LPXN	11	-	58294343	58343334
OSBP	11	-	59341870	59383617
MS4A7	11	+	60145954	60162284
MS4A13	11	+	60282885	60310194
MS4A10	11	+	60552820	60568778
TMEM109	11	+	60681345	60690915
DDB1	11	-	61066922	61100838
SDHAF2	11	+	61197544	61215001
SYT7	11	-	61282784	61348620
DAGLA	11	+	61447904	61514473
FADS2	11	+	61595232	61634826
FTH1	11	-	61731756	61735132
ASRGL1	11	+	62104919	62160884
ZBTB3	11	-	62518434	62521660
SLC3A2	11	+	62623615	62656325
SLC22A9	11	+	63137279	63177766
RARRES3	11	+	63304292	63313934
ATL3	11	-	63391558	63439084
MACROD1	11	-	63766029	63933533
NRXN2	11	-	64373647	64490660
TM7SF2	11	+	64879325	64883828
SLC25A45	11	-	65142662	65149478
SIPA1	11	+	65352865	65418391
FOSL1	11	-	65659690	65667997
PACS1	11	+	65837924	66012218
NPAS4	11	+	66188474	66194178
ACTN3	11	+	66314311	66330800
SPTBN2	11	-	66452718	66496430
C11orf80	11	+	66512206	66610799
PC	11	-	66615995	66725847
KDM2A	11	+	66887157	67025558
UNC93B1	11	-	67758574	67771593
PPP6R3	11	+	68228198	68382802
CPT1A	11	-	68522356	68609384
IGHMBP2	11	+	68671309	68708067
CCND1	11	+	69455854	69469242
ANO1	11	+	69924407	70035634
PPFIA1	11	+	70116805	70230506
SHANK2	11	-	70315539	70935808
NADSYN1	11	+	71164154	71212862
RNF121	11	+	71639746	71708641
CLPB	11	-	72003468	72145692
STARD10	11	-	72465773	72504702
FCHSD2	11	-	72549288	72853306
P2RY6	11	+	72975549	73008835
FAM168A	11	-	73117027	73309228
MRPL48	11	+	73498360	73575656
DNAJB13	11	+	73661363	73681332
C2CD3	11	-	73745478	73882064
PPME1	11	+	73882143	73965748
PGM2L1	11	-	74041362	74109518
POLD3	11	+	74303574	74354102
XRRA1	11	-	74551274	74660232
NEU3	11	+	74699178	74721952
GDPD5	11	-	75145684	75236948
MAP6	11	-	75297962	75380165
UVRAG	11	+	75526211	75854239
ACER3	11	+	76571916	76737841
CAPN5	11	+	76777987	76837201
GDPD4	11	-	76927602	76998463
PAK1	11	-	77032751	77185107
CLNS1A	11	-	77325574	77348850
RSF1	11	-	77371040	77532063
GAB2	11	-	77926342	78128852
NARS2	11	-	78147006	78285909
FAM181B	11	-	82440982	82444906
PRCP	11	-	82534543	82611639
RAB30	11	-	82684174	82782504
SYTL2	11	-	85405266	85522202
CCDC83	11	+	85566143	85631064
PICALM	11	-	85669856	85779971
CCDC81	11	+	86085933	86134054
ME3	11	-	86152149	86383240
GRM5	11	-	88237743	88796816
TYR	11	+	88910619	89028927
TRIM49D1	11	-	89644278	89654935
NAALAD2	11	+	89867696	89926062
SLC36A4	11	-	92877336	92931129
CEP295	11	+	93394804	93463524
AMOTL1	11	+	94501536	94609918
CEP57	11	+	95523624	95565857
MAML2	11	-	95709761	96076344
PGR	11	-	100900354	101001255
TRPC6	11	-	101322294	101454659
CEP126	11	+	101785745	101871789
BIRC2	11	+	102217965	102249401
DYNC2H1	11	+	102980303	103349981
GRIA4	11	+	105480799	105852819
GUCY1A2	11	-	106544737	106889250
CWF19L2	11	-	107197070	107328570
ELMOD1	11	+	107461974	107536686
ATM	11	+	108093558	108239826
AP001925.1	11	-	108130254	108136480
C11orf65	11	-	108201927	108338228
EXPH5	11	-	108376157	108464374
DDX10	11	+	108535751	108811657
ARHGAP20	11	-	110447765	110583451
SIK2	11	+	111473114	111601577
ALG9	11	-	111656979	111742257
RP11-108O10.8	11	-	111657009	111750149
BCO2	11	+	112046189	112089652
NCAM1	11	+	112832157	113146211
ZW10	11	-	113603908	113644533
ZBTB16	11	+	113930314	114121398
NNMT	11	+	114128552	114184007
NXPE1	11	-	114392436	114430580
NXPE2	11	+	114549107	114577655
ZPR1	11	-	116644514	116658766
SIK3	11	-	116714117	116969137
BACE1	11	-	117155922	117186972
FXYD6-FXYD2	11	-	117690936	117747343
TMPRSS4	11	+	117947726	117990554
KMT2A	11	+	118307227	118394632
DDX6	11	-	118618474	118661657
CCDC84	11	+	118868851	118886455
CBL	11	+	119076985	119178859
ARHGEF12	11	+	120207786	120360645
TECTA	11	+	120971881	121062202
SORL1	11	+	121322911	121504402
C11orf63	11	+	122753235	122830429
CLMP	11	-	122940572	123065989
GRAMD1B	11	+	123396529	123498482
ZNF202	11	-	123594884	123612378
VWA5A	11	+	123986068	124018428
SIAE	11	-	124503008	124543777
MSANTD2	11	-	124636393	124670569
PKNOX2	11	+	125034601	125303285
FAM118B	11	+	126081308	126132881
KIRREL3	11	-	126293253	126870655
FLI1	11	+	128563664	128683162
KCNJ1	11	-	128706209	128737191
NFRKB	11	-	129733530	129764336
ZBTB44	11	-	130096572	130184581
ADAMTS8	11	-	130274819	130298888
OPCML	11	-	132284870	132813566
IGSF9B	11	-	133778458	133826880
JAM3	11	+	133938819	134021896
NCAPD3	11	-	134022339	134093885
SCGB1C2	11	+	193034	194575
SCGB1C1	11	+	193079	194573
ODF3	11	+	196737	200258
BET1L	11	-	202925	207428
RIC8A	11	+	208529	215113
SIRT3	11	-	215457	236431
PSMD13	11	+	236545	252956
NLRP6	11	+	278569	285304
ATHL1	11	+	289137	296107
IFITM5	11	-	298199	299526
IFITM2	11	+	307926	309392
IFITM1	11	+	313505	315272
IFITM3	11	-	319668	321050
B4GALNT4	11	+	369803	382116
PKP3	11	+	394216	404908
SIGIRR	11	-	405715	414976
ANO9	11	-	418262	442011
PTDSS2	11	+	450279	491387
RNH1	11	-	494511	503570
HRAS	11	-	532241	535339
LRRC56	11	+	537526	554916
LMNTD2	11	-	554863	560779
RASSF7	11	+	561051	564018
PHRF1	11	+	576520	611964
IRF7	11	-	612554	615728
CDHR5	11	-	616564	625067
SCT	11	-	626430	627143
DRD4	11	+	637292	640706
TMEM80	11	+	695427	703412
EPS8L2	11	+	706112	727727
TALDO1	11	+	747328	765024
PDDC1	11	-	767224	777484
CEND1	11	-	787103	790123
SLC25A22	11	-	790474	796263
PANO1	11	+	797510	799190
PIDD1	11	-	799183	805245
RPLP2	11	+	809646	812875
PNPLA2	11	+	818901	825573
CRACR2B	11	+	828506	831986
CD151	11	+	832842	838829
POLR2L	11	-	839720	842545
TSPAN4	11	+	842807	867111
CHID1	11	-	867859	915058
AP2A2	11	+	925880	1012239
MUC6	11	-	1012820	1036706
MUC2	11	+	1074874	1104419
MUC5B	11	+	1244295	1283402
AC136297.1	11	+	1295808	1296033
MOB2	11	-	1491191	1507976
DUSP8	11	-	1575273	1593150
KRTAP5-1	11	-	1605571	1606513
KRTAP5-2	11	-	1618406	1619524
KRTAP5-3	11	-	1628794	1629693
KRTAP5-4	11	-	1642187	1643368
KRTAP5-5	11	+	1651004	1651937
KRTAP5-6	11	+	1718424	1718985
IFITM10	11	-	1753639	1771821
RP11-295K3.1	11	-	1769035	1780281
CTSD	11	-	1773981	1785222
SYT8	11	+	1855673	1858751
TNNI2	11	+	1860218	1862908
PRR33	11	-	1910374	1912084
TNNT3	11	+	1940791	1959936
MRPL23	11	+	1968507	1977839
IGF2	11	-	2150341	2158520
INS-IGF2	11	-	2167855	2182439
INS	11	-	2181008	2182434
TH	11	-	2185158	2193107
ASCL2	11	-	2289724	2292182
TSPAN32	11	+	2323242	2339372
CD81	11	+	2398523	2418649
TSSC4	11	+	2421765	2425106
TRPM5	11	-	2425744	2444275
CDKN1C	11	-	2904442	2907111
SLC22A18AS	11	-	2909009	2924970
SLC22A18	11	+	2920950	2946476
PHLDA2	11	-	2949502	2950685
NAP1L4	11	-	2965666	3013607
CARS	11	-	3022151	3078843
MRGPRG	11	-	3239173	3240043
MRGPRE	11	-	3248927	3253616
ZNF195	11	-	3379156	3400375
ART5	11	-	3659732	3663485
CHRNA10	11	-	3686816	3692614
PGAP2	11	+	3819155	3846910
RHOG	11	-	3848207	3862213
RRM1	11	+	4116038	4160106
OR52B4	11	-	4388492	4389616
TRIM21	11	-	4406131	4414926
OR52K2	11	+	4470524	4471591
OR52K1	11	+	4510108	4511138
OR52M1	11	+	4566420	4567374
C11orf40	11	-	4592652	4599050
OR52I2	11	+	4608020	4609135
OR52I1	11	+	4615268	4616243
TRIM68	11	-	4619901	4629489
OR51D1	11	+	4660944	4662068
OR51E1	11	+	4664649	4676718
OR51F1	11	-	4790208	4791147
OR52R1	11	-	4824662	4825610
OR51F2	11	+	4842615	4843644
OR51S1	11	-	4869466	4870438
OR51H1	11	-	4880885	4881794
OR51T1	11	+	4903048	4904113
OR51A7	11	+	4928599	4929538
OR51G2	11	-	4935948	4936893
OR51G1	11	-	4944530	4945637
OR51A4	11	-	4967388	4968330
OR51A2	11	-	4976001	4976943
OR51L1	11	+	5020212	5021160
OR52J3	11	+	5067755	5068691
OR52E2	11	-	5079879	5080857
OR52E1	11	+	5090801	5091727
OR52A5	11	-	5152921	5153872
OR52A1	11	-	5172238	5207612
OR52Z1	11	-	5198943	5199840
OR51V1	11	-	5220964	5221930
HBB	11	-	5246693	5248301
HBD	11	-	5254067	5255878
HBG1	11	-	5269312	5271122
OR51B4	11	-	5322243	5323226
OR51B2	11	-	5344540	5345582
OR51B5	11	-	5363815	5364754
OR51B6	11	+	5372737	5373676
OR51M1	11	+	5410628	5411609
OR51J1	11	+	5423826	5424777
OR51Q1	11	+	5443340	5444436
OR51I1	11	-	5461799	5462744
OR51I2	11	+	5474718	5475657
OR52D1	11	+	5509914	5510979
UBQLN3	11	-	5528529	5531215
UBQLNL	11	-	5535622	5537935
OR52H1	11	-	5565790	5566753
OR52B6	11	+	5602106	5603114
TRIM6	11	+	5617338	5634182
TRIM34	11	+	5640993	5665628
TRIM5	11	-	5684786	5706293
TRIM22	11	+	5710918	5732093
OR56B1	11	+	5757746	5758721
OR52N4	11	+	5775922	5776959
OR52N5	11	-	5798863	5799897
OR52N1	11	-	5809083	5810046
OR52N2	11	+	5841543	5842578
OR52E6	11	-	5862157	5863127
OR52E8	11	-	5877903	5878964
OR52E4	11	+	5905500	5906530
OR52E5	11	+	5922006	5923320
OR56A3	11	+	5968569	5969591
OR56A5	11	-	5988782	5989724
OR52L1	11	-	6007121	6008215
OR56A4	11	-	6023215	6024424
OR56A1	11	-	6047900	6048971
OR56B4	11	+	6128913	6130065
OR52B2	11	-	6190559	6191638
OR52W1	11	+	6220375	6221489
C11orf42	11	+	6226795	6232362
FAM160A2	11	-	6232574	6255941
CNGA4	11	+	6260321	6265659
PRKCDBP	11	-	6340175	6341877
SMPD1	11	+	6411704	6416008
HPX	11	-	6452278	6462294
TRIM3	11	-	6469843	6495689
ARFIP2	11	-	6496909	6502542
TIMM10B	11	+	6502676	6505909
RRP8	11	-	6616304	6624850
ILK	11	+	6624960	6632101
TAF10	11	-	6632072	6633898
TPP1	11	-	6633993	6640692
DCHS1	11	-	6642553	6677085
MRPL17	11	-	6702012	6704632
OR2AG2	11	-	6789217	6790286
OR2AG1	11	+	6806247	6807245
OR6A2	11	-	6815857	6817014
OR10A5	11	+	6866882	6867936
OR10A2	11	+	6890923	6891976
OR10A4	11	+	6897855	6898850
OR2D2	11	-	6912720	6913830
OR2D3	11	+	6942204	6943274
ZNF215	11	+	6947653	6979068
ZNF214	11	-	7020548	7041599
RBMXL2	11	+	7110257	7112131
OLFML1	11	+	7506618	7531580
CYB5R2	11	-	7686330	7694732
OVCH2	11	-	7710668	7727968
OR5P2	11	-	7817451	7818520
OR5P3	11	-	7846583	7847519
OR10A6	11	-	7949179	7950209
OR10A3	11	-	7960080	7961141
NLRP10	11	-	7980970	7985204
TUB	11	+	8102908	8123515
RIC3	11	-	8130488	8190602
RPL27A	11	+	8703957	8711419
AKIP1	11	+	8932686	8941631
C11orf16	11	-	8941622	8954536
ASCL3	11	-	8959125	8959758
TMEM9B	11	-	8968840	8986320
NRIP3	11	-	9002122	9025596
ZNF143	11	+	9482511	9550071
WEE1	11	+	9595227	9610754
ADM	11	+	10326226	10328944
MTRNR2L8	11	-	10529433	10530736
RNF141	11	-	10533224	10562764
LYVE1	11	-	10578512	10590238
CTR9	11	+	10772533	10801290
EIF4G2	11	-	10818596	10829520
CSNK2A3	11	-	11373488	11374904
AC131935.1	11	-	11747059	11747257
DKK3	11	-	11984652	12030629
RASSF10	11	+	13031123	13033653
BTBD10	11	-	13409547	13484827
PTH	11	-	13513601	13517567
FAR1	11	+	13690216	13753893
RRAS2	11	-	14300295	14380730
COPB1	11	-	14479051	14521398
RP11-140L24.4	11	-	14515328	14541890
PSMA1	11	-	14526421	14542242
CYP2R1	11	-	14898985	14913798
CALCA	11	-	14988213	14992747
CALCB	11	+	15095107	15100178
RPS13	11	-	17095935	17099334
NCR3LG1	11	+	17373272	17398888
KCNJ11	11	-	17407405	17410206
OTOG	11	+	17568919	17668697
MYOD1	11	+	17741114	17743678
KCNC1	11	+	17756358	17804219
TPH1	11	-	18039110	18062872
SAAL1	11	-	18101838	18127638
MRGPRX3	11	+	18142501	18160027
MRGPRX4	11	+	18194383	18195827
SAA4	11	-	18252895	18258440
SAA2-SAA4	11	-	18252969	18270182
SAA2	11	-	18266774	18270190
SAA1	11	+	18287720	18291521
HPS5	11	-	18300605	18343721
LDHA	11	+	18415934	18429972
LDHC	11	+	18433853	18473605
TSG101	11	-	18501857	18548779
UEVLD	11	-	18551155	18610230
SPTY2D1-AS1	11	+	18621333	18625369
SPTY2D1	11	-	18627947	18656040
TMEM86A	11	+	18720337	18726332
PTPN5	11	-	18749474	18813389
MRGPRX1	11	-	18955359	18956549
MRGPRX2	11	-	19076001	19082228
ZDHHC13	11	+	19138675	19197962
CSRP3	11	-	19203576	19223589
E2F8	11	-	19245609	19263167
DBX1	11	-	20177700	20182159
HTATIP2	11	+	20385268	20404880
SLC6A5	11	+	20620945	20680831
SLC17A6	11	+	22359642	22401049
FANCF	11	-	22644064	22648333
AC103801.2	11	+	22646859	22647369
SVIP	11	-	22840474	22851411
CCDC179	11	-	22868476	22881972
MUC15	11	-	26580579	26593668
FIBIN	11	+	27015730	27017668
CCDC34	11	-	27370415	27384781
BDNF	11	-	27676439	27681205
KCNA4	11	-	30031287	30038570
FSHB	11	+	30252562	30256586
ARL14EP	11	+	30344597	30359774
DNAJC24	11	+	31391386	31453396
PAX6	11	-	31810457	31839509
WT1	11	-	32409320	32457176
EIF3M	11	+	32605370	32627808
PRRG4	11	+	32851488	32879669
QSER1	11	+	32914723	33001812
DEPDC7	11	+	33037409	33055128
TCP11L1	11	+	33060962	33095109
C11orf91	11	-	33719806	33722347
CD59	11	-	33730245	33757985
FBXO3	11	-	33762491	33796062
LMO2	11	-	33880121	33891362
NAT10	11	+	34127148	34168457
ELF5	11	-	34500339	34535347
EHF	11	+	34642657	34682604
APIP	11	-	34903841	34938046
AL356215.1	11	-	35150090	35150215
CD44	11	+	35160727	35251574
FJX1	11	+	35639966	35642416
TRAF6	11	-	36508576	36531822
RAG1	11	+	36589574	36601306
RAG2	11	-	36613492	36619786
C11orf74	11	+	36616042	36680840
API5	11	+	43333552	43366079
C11orf96	11	+	43964139	43965433
ACCSL	11	+	44069530	44081527
ACCS	11	+	44087817	44105764
CD82	11	+	44587140	44641913
SYT13	11	-	45261851	45307870
CHST1	11	-	45670426	45687172
SLC35C1	11	+	45825956	45834566
MAPK8IP1	11	+	45907201	45928016
C11orf94	11	-	45928084	45928833
PEX16	11	-	45931724	45939606
GYLTL1B	11	+	45943195	45950647
CREB3L1	11	+	46299211	46342972
MDK	11	+	46402305	46405349
CHRM4	11	-	46406647	46408158
HARBI1	11	-	46624410	46638777
ARHGAP1	11	-	46698629	46722149
ZNF408	11	+	46722367	46727462
F2	11	+	46740729	46761056
PACSIN3	11	-	47199075	47207958
DDB2	11	+	47236492	47260791
ACP2	11	-	47260852	47270457
NR1H3	11	+	47279512	47290335
MYBPC3	11	-	47352947	47374253
SPI1	11	-	47376410	47400127
SLC39A13	11	+	47430181	47438047
PSMC3	11	-	47440319	47447988
RAPSN	11	-	47459307	47470730
CELF1	11	-	47489835	47510566
PTPMT1	11	+	47587152	47593321
KBTBD4	11	-	47593748	47600508
NDUFS3	11	+	47600561	47606114
FAM180B	11	+	47608244	47610746
C1QTNF4	11	-	47611215	47616211
MTCH2	11	-	47638867	47664175
FNBP4	11	-	47738068	47788853
OR4B1	11	+	48238343	48239314
OR4X2	11	+	48266607	48267622
OR4X1	11	+	48285412	48286330
OR4S1	11	+	48327774	48328704
OR4C3	11	+	48346471	48347507
OR4C5	11	-	48387036	48388017
OR4A47	11	+	48510268	48511332
TRIM49B	11	+	49049052	49060003
TRIM64C	11	-	49075265	49080664
FOLH1	11	-	49168186	49230222
OR4C13	11	+	49973942	49974971
OR4C12	11	-	50003008	50004071
OR4A5	11	-	51411447	51412395
OR4A8	11	-	51435458	51436403
OR4C46	11	+	51515281	51516211
TRIM48	11	+	55029657	55038595
OR4A16	11	+	55110676	55111663
OR4A15	11	+	55135359	55136394
OR4C15	11	+	55321782	55322895
OR4C16	11	+	55339603	55340536
OR4C11	11	-	55370829	55371874
OR4P4	11	+	55405833	55406772
OR4S2	11	+	55418379	55419315
OR4C6	11	+	55432642	55433572
OR5D13	11	+	55540913	55541858
OR5D14	11	+	55563031	55563976
OR5L1	11	+	55578842	55579952
OR5D18	11	+	55587105	55588047
OR5L2	11	+	55594694	55595630
OR5D16	11	+	55606227	55607214
TRIM51	11	+	55650772	55659286
OR5W2	11	-	55681125	55682058
OR5I1	11	-	55702931	55703876
OR10AG1	11	-	55735033	55735939
OR5F1	11	-	55761156	55762101
OR5AS1	11	+	55797894	55798869
OR8I2	11	+	55860783	55861716
OR8H2	11	+	55872518	55873457
OR8H3	11	+	55889848	55890787
OR8J3	11	-	55904246	55905194
OR8K5	11	-	55926869	55927793
OR5J2	11	+	55944093	55945032
OR8J2	11	-	55978348	55979296
OR5T2	11	-	55999581	56000661
OR5T3	11	+	56019675	56020698
OR5T1	11	+	56043114	56044095
OR8H1	11	-	56057528	56058566
OR8K3	11	+	56085782	56086721
OR8K1	11	+	56113514	56114474
OR8J1	11	+	56127690	56128764
OR8U1	11	+	56143099	56144029
OR5AL1	11	+	56180171	56181156
OR5R1	11	-	56184733	56185708
OR5M9	11	-	56229944	56230877
OR5M3	11	-	56237049	56237973
OR5M8	11	-	56257910	56258846
OR5M11	11	-	56309815	56310733
OR5M10	11	-	56344249	56345197
OR5M1	11	-	56380030	56380978
OR5AP2	11	-	56408964	56409915
OR5AR1	11	+	56431137	56432163
OR9G1	11	+	56467863	56468781
OR9G4	11	-	56510302	56511287
OR5G3	11	-	56587051	56587980
OR5AK2	11	+	56756346	56757342
LRRC55	11	+	56949220	56959191
APLNR	11	-	57001066	57004675
TNKS1BP1	11	-	57067115	57092401
SSRP1	11	-	57093458	57103351
P2RX3	11	+	57105990	57138073
PRG2	11	-	57154266	57158130
RP11-872D17.8	11	-	57156482	57177586
SLC43A3	11	-	57174426	57194418
RTN4RL2	11	+	57228021	57245007
TIMM10	11	-	57295935	57298238
SMTNL1	11	+	57310113	57317747
UBE2L6	11	-	57319134	57335280
SERPING1	11	+	57364990	57382326
YPEL4	11	-	57412560	57417417
CLP1	11	+	57424629	57429340
ZDHHC5	11	+	57435367	57468659
MED19	11	-	57471185	57479681
TMX2	11	+	57480078	57508445
C11orf31	11	+	57508824	57510510
BTBD18	11	-	57510985	57518848
OR6Q1	11	+	57798401	57799403
OR9I1	11	-	57885971	57886916
